#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 03:37:28       1     66     69      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:37:28       2     69     68      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:37:28       3     65     64      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:37:58       0    149     70      -     97     12      0      0      -      -   3615   1531   7999      2      0 
 03:37:58       1    166     69      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:37:58       2    168     68      -     95     12      0      0      -      -   3615   1531   7999      2      0 
 03:37:58       3    165     64      -     94     11      0      0      -      -   3615   1531   7999      2      0 
 03:38:28       0    154     71      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:38:28       1    151     70      -     97     12      0      0      -      -   3615   1531   7999      2      0 
 03:38:28       2    132     69      -     94     10      0      0      -      -   3615   1531   7999      2      0 
 03:38:28       3    134     65      -     94     11      0      0      -      -   3615   1531   7999      2      0 
 03:38:58       0     56     66      -      0      0      0      0      -      -   3615   1303   7999      2      0 
 03:38:58       1     57     65      -      0      0      0      0      -      -   3615   1303   7999      2      0 
 03:38:58       2     59     65      -      0      0      0      0      -      -   3615   1303   7999      2      0 
 03:38:58       3     56     61      -      0      0      0      0      -      -   3615   1303   7999      2      0 
 03:39:28       0    142     68      -     94     18      0      0      -      -   3615   1531   7999      2      0 
 03:39:28       1    127     68      -     94     18      0      0      -      -   3615   1531   7999      2      0 
 03:39:28       2    142     66      -     90     18      0      0      -      -   3615   1531   7999      2      0 
 03:39:28       3    159     63      -     89     18      0      0      -      -   3615   1531   7999      2      0 
 03:39:58       0    146     69      -     94     18      0      0      -      -   3615   1531   7999      2      0 
 03:39:58       1    146     68      -     95     17      0      0      -      -   3615   1531   7999      2      0 
 03:39:58       2    127     67      -     90     17      0      0      -      -   3615   1531   7999      2      0 
 03:39:58       3    140     64      -     91     17      0      0      -      -   3615   1531   7999      2      0 
 03:40:28       0    128     69      -     95     16      0      0      -      -   3615   1531   7999      2      0 
 03:40:28       1    119     68      -     95     17      0      0      -      -   3615   1531   7999      2      0 
 03:40:28       2    143     67      -     90     18      0      0      -      -   3615   1531   7999      2      0 
 03:40:28       3    134     64      -     90     17      0      0      -      -   3615   1531   7999      2      0 
 03:40:58       0    146     70      -     95     17      0      0      -      -   3615   1531   7999      2      0 
 03:40:58       1    133     69      -     95     16      0      0      -      -   3615   1531   7999      2      0 
 03:40:58       2    155     67      -     91     17      0      0      -      -   3615   1531   7999      2      0 
 03:40:58       3    145     65      -     91     17      0      0      -      -   3615   1531   7999      2      0 
 03:41:28       0    138     70      -     84     14      0      0      -      -   3615   1531   7999      2      0 
 03:41:28       1    126     69      -     96     15      0      0      -      -   3615   1531   7999      2      0 
 03:41:28       2    139     67      -     92     17      0      0      -      -   3615   1531   7999      2      0 
 03:41:28       3    131     64      -     72     13      0      0      -      -   3615   1531   7999      2      0 
 03:41:58       0    133     71      -     95     15      0      0      -      -   3615   1531   7999      2      0 
 03:41:58       1    148     69      -     95     16      0      0      -      -   3615   1531   7999      2      0 
 03:41:58       2    133     68      -     92     15      0      0      -      -   3615   1531   7999      2      0 
 03:41:58       3    139     65      -     91     16      0      0      -      -   3615   1531   7999      2      0 
 03:42:28       0    151     71      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:42:28       1    138     70      -     96     14      0      0      -      -   3615   1531   7999      2      0 
 03:42:28       2    138     69      -     93     15      0      0      -      -   3615   1531   7999      2      0 
 03:42:28       3    140     66      -     92     15      0      0      -      -   3615   1531   7999      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 03:42:58       0    178     71      -     96     15      0      0      -      -   3615   1531   7999      2      0 
 03:42:58       1    180     70      -     95     16      0      0      -      -   3615   1531   7999      2      0 
 03:42:58       2    174     69      -     92     15      0      0      -      -   3615   1531   7999      2      0 
 03:42:58       3    165     66      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:43:28       0    141     71      -     96     14      0      0      -      -   3615   1531   7999      2      0 
 03:43:28       1    128     70      -     95     16      0      0      -      -   3615   1531   7999      2      0 
 03:43:28       2    145     69      -     92     16      0      0      -      -   3615   1531   7999      2      0 
 03:43:28       3    123     65      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:43:58       0    131     70      -     86     14      0      0      -      -   3615   1531   7999      2      0 
 03:43:58       1    146     69      -     70     12      0      0      -      -   3615   1531   7999      2      0 
 03:43:58       2    128     68      -     92     15      0      0      -      -   3615   1531   7999      2      0 
 03:43:58       3    114     65      -     79     15      0      0      -      -   3615   1531   7999      2      0 
 03:44:28       0     65     68      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:44:28       1     66     68      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:44:28       2     69     67      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:44:28       3     64     64      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:44:58       0    174     71      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:44:58       1    180     70      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:44:58       2    181     69      -     93     14      0      0      -      -   3615   1531   7999      2      0 
 03:44:58       3    176     65      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:45:28       0    161     71      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:45:28       1    141     70      -     96     14      0      0      -      -   3615   1531   7999      2      0 
 03:45:28       2    144     69      -     91     13      0      0      -      -   3615   1531   7999      2      0 
 03:45:28       3    144     66      -     93     13      0      0      -      -   3615   1531   7999      2      0 
 03:45:58       0    180     71      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:45:58       1    185     70      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:45:58       2    180     69      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:45:58       3    172     66      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:46:28       0    180     71      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:46:28       1    186     70      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:46:28       2    185     69      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:46:28       3    176     66      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:46:58       0    165     72      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:46:58       1    166     71      -     97     13      0      0      -      -   3615   1531   7999      2      0 
 03:46:58       2    146     69      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:46:58       3    132     66      -     94     14      0      0      -      -   3615   1531   7999      2      0 
 03:47:28       0    143     71      -     97     12      0      0      -      -   3615   1531   7999      2      0 
 03:47:28       1    156     70      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:47:28       2    164     69      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:47:28       3    162     66      -     94     13      0      0      -      -   3615   1531   7999      2      0 
 03:47:58       0    180     71      -     97     11      0      0      -      -   3615   1531   7999      2      0 
 03:47:58       1    186     71      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:47:58       2    184     69      -     94     12      0      0      -      -   3615   1531   7999      2      0 
 03:47:58       3    173     66      -     94     12      0      0      -      -   3615   1531   7999      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 03:48:28       0    143     71      -     60      9      0      0      -      -   3615   1531   7999      2      0 
 03:48:28       1    131     70      -     92     11      0      0      -      -   3615   1531   7999      2      0 
 03:48:28       2    150     69      -     89     11      0      0      -      -   3615   1531   7999      2      0 
 03:48:28       3    128     66      -     95     12      0      0      -      -   3615   1531   7999      2      0 
 03:48:58       0    165     71      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:48:58       1    168     71      -     96     13      0      0      -      -   3615   1531   7999      2      0 
 03:48:58       2    149     69      -     95     11      0      0      -      -   3615   1531   7999      2      0 
 03:48:58       3    128     66      -     93     13      0      0      -      -   3615   1531   7999      2      0 
 03:49:28       0     65     69      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:49:28       1     66     68      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:49:28       2     69     67      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:49:28       3     65     64      -      0      0      0      0      -      -   3615   1531   7999      2      0 
 03:49:58       0    123     66      -     94     19      0      0      -      -   3615   1531   8849      2      0 
 03:49:58       1    141     65      -     94     20      0      0      -      -   3615   1531   8849      2      0 
 03:49:58       2    131     64      -     89     20      0      0      -      -   3615   1531   8849      2      0 
 03:49:58       3    131     61      -     89     20      0      0      -      -   3615   1531   8849      2      0 
 03:50:28       0    137     68      -     94     18      0      0      -      -   3615   1531   8849      2      0 
 03:50:28       1    132     67      -     94     18      0      0      -      -   3615   1531   8849      2      0 
 03:50:28       2    118     66      -     90     17      0      0      -      -   3615   1531   8849      2      0 
 03:50:28       3    134     63      -     90     18      0      0      -      -   3615   1531   8849      2      0 
 03:50:59       0    116     69      -     95     16      0      0      -      -   3615   1531   8849      2      0 
 03:50:59       1    145     68      -     95     17      0      0      -      -   3615   1531   8849      2      0 
 03:50:59       2    160     67      -     91     16      0      0      -      -   3615   1531   8849      2      0 
 03:50:59       3    135     64      -     90     18      0      0      -      -   3615   1531   8849      2      0 
 03:51:29       0    142     70      -     79     14      0      0      -      -   3615   1531   8849      2      0 
 03:51:29       1    123     69      -     90     15      0      0      -      -   3615   1531   8849      2      0 
 03:51:29       2    159     68      -     76     14      0      0      -      -   3615   1531   8849      2      0 
 03:51:29       3    141     65      -     76     14      0      0      -      -   3615   1531   8849      2      0 
 03:51:59       0    140     71      -     95     16      0      0      -      -   3615   1531   8849      2      0 
 03:51:59       1    161     70      -     95     15      0      0      -      -   3615   1531   8849      2      0 
 03:51:59       2    138     68      -     92     15      0      0      -      -   3615   1531   8849      2      0 
 03:51:59       3    132     65      -     91     17      0      0      -      -   3615   1531   8849      2      0 
 03:52:29       0    140     71      -     96     14      0      0      -      -   3615   1531   8849      2      0 
 03:52:29       1    137     70      -     95     16      0      0      -      -   3615   1531   8849      2      0 
 03:52:29       2    143     69      -     91     16      0      0      -      -   3615   1531   8849      2      0 
 03:52:29       3    122     66      -     93     14      0      0      -      -   3615   1531   8849      2      0 
 03:52:59       0    141     72      -     95     14      0      0      -      -   3615   1531   8849      2      0 
 03:52:59       1    135     71      -     83     13      0      0      -      -   3615   1531   8849      2      0 
 03:52:59       2    123     70      -     90     15      0      0      -      -   3615   1531   8849      2      0 
 03:52:59       3    153     66      -     92     14      0      0      -      -   3615   1531   8849      2      0 
 03:53:29       0    177     72      -     96     14      0      0      -      -   3615   1531   8849      2      0 
 03:53:29       1    183     71      -     96     15      0      0      -      -   3615   1531   8849      2      0 
 03:53:29       2    181     70      -     92     15      0      0      -      -   3615   1531   8849      2      0 
 03:53:29       3    173     66      -     92     16      0      0      -      -   3615   1531   8849      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 03:53:59       0    139     72      -     96     15      0      0      -      -   3615   1531   8853      2      0 
 03:53:59       1    131     71      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 03:53:59       2    121     69      -     91     15      0      0      -      -   3615   1531   8853      2      0 
 03:53:59       3    147     66      -     92     15      0      0      -      -   3615   1531   8853      2      0 
 03:54:29       0    131     71      -     96     15      0      0      -      -   3615   1531   8853      2      0 
 03:54:29       1    135     70      -     95     15      0      0      -      -   3615   1531   8853      2      0 
 03:54:29       2    148     69      -     93     14      0      0      -      -   3615   1531   8853      2      0 
 03:54:29       3    155     65      -     92     15      0      0      -      -   3615   1531   8853      2      0 
 03:54:59       0    170     69      -      8      0      0      0      -      -   3615   1531   8853      2      0 
 03:54:59       1    176     67      -      1      0      0      0      -      -   3615   1531   8853      2      0 
 03:54:59       2    172     67      -      7      0      0      0      -      -   3615   1531   8853      2      0 
 03:54:59       3    172     63      -     24      4      0      0      -      -   3615   1531   8853      2      0 
 03:55:29       0    117     71      -     96     14      0      0      -      -   3615   1531   8853      2      0 
 03:55:29       1    140     70      -     96     14      0      0      -      -   3615   1531   8853      2      0 
 03:55:29       2    143     69      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 03:55:29       3    123     65      -     93     14      0      0      -      -   3615   1531   8853      2      0 
 03:55:59       0    177     71      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 03:55:59       1    176     70      -     96     14      0      0      -      -   3615   1531   8853      2      0 
 03:55:59       2    172     68      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 03:55:59       3    164     65      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 03:56:29       0    180     71      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 03:56:29       1    184     70      -     96     14      0      0      -      -   3615   1531   8853      2      0 
 03:56:29       2    177     69      -     93     14      0      0      -      -   3615   1531   8853      2      0 
 03:56:29       3    173     66      -     93     14      0      0      -      -   3615   1531   8853      2      0 
 03:56:59       0    134     71      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 03:56:59       1    164     70      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 03:56:59       2    143     69      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 03:56:59       3    122     65      -     93     13      0      0      -      -   3615   1531   8853      2      0 
 03:57:29       0    134     71      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 03:57:29       1    165     70      -     96     12      0      0      -      -   3615   1531   8853      2      0 
 03:57:29       2    143     69      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 03:57:29       3    135     66      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 03:57:59       0     65     68      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 03:57:59       1     66     68      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 03:57:59       2     68     67      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 03:57:59       3     64     63      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 03:58:29       0    165     71      -     96     12      0      0      -      -   3615   1531   8853      2      0 
 03:58:29       1    170     71      -     97     11      0      0      -      -   3615   1531   8853      2      0 
 03:58:29       2    139     69      -     94     11      0      0      -      -   3615   1531   8853      2      0 
 03:58:29       3    140     66      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 03:58:59       0    173     71      -     97     12      0      0      -      -   3615   1531   8853      2      0 
 03:58:59       1    180     71      -     96     12      0      0      -      -   3615   1531   8853      2      0 
 03:58:59       2    180     69      -     94     11      0      0      -      -   3615   1531   8853      2      0 
 03:58:59       3    174     66      -     94     12      0      0      -      -   3615   1531   8853      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 03:59:29       0    141     71      -     97     11      0      0      -      -   3615   1531   8853      2      0 
 03:59:29       1    153     70      -     97     11      0      0      -      -   3615   1531   8853      2      0 
 03:59:29       2    162     69      -     95     11      0      0      -      -   3615   1531   8853      2      0 
 03:59:29       3    160     66      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 03:59:59       0    180     72      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 03:59:59       1    186     71      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 03:59:59       2    185     69      -     95     12      0      0      -      -   3615   1531   8853      2      0 
 03:59:59       3    178     66      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 04:00:29       0     65     69      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 04:00:29       1     66     68      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 04:00:29       2     69     67      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 04:00:29       3     65     64      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 04:00:59       0    105     68      -     94     19      0      0      -      -   3615   1531   8853      2      0 
 04:00:59       1    138     67      -     94     18      0      0      -      -   3615   1531   8853      2      0 
 04:00:59       2    123     66      -     79     17      0      0      -      -   3615   1531   8853      2      0 
 04:00:59       3    126     63      -     90     18      0      0      -      -   3615   1531   8853      2      0 
 04:01:29       0    139     69      -     94     17      0      0      -      -   3615   1531   8853      2      0 
 04:01:29       1    156     68      -     94     18      0      0      -      -   3615   1531   8853      2      0 
 04:01:29       2    135     67      -     90     18      0      0      -      -   3615   1531   8853      2      0 
 04:01:29       3    126     64      -     90     17      0      0      -      -   3615   1531   8853      2      0 
 04:01:59       0    137     69      -     94     18      0      0      -      -   3615   1531   8853      2      0 
 04:01:59       1    151     68      -     95     16      0      0      -      -   3615   1531   8853      2      0 
 04:01:59       2    158     67      -     91     16      0      0      -      -   3615   1531   8853      2      0 
 04:01:59       3    161     64      -     91     16      0      0      -      -   3615   1531   8853      2      0 
 04:02:29       0    131     69      -     95     15      0      0      -      -   3615   1531   8853      2      0 
 04:02:29       1    118     68      -     95     16      0      0      -      -   3615   1531   8853      2      0 
 04:02:29       2    147     67      -     92     15      0      0      -      -   3615   1531   8853      2      0 
 04:02:29       3    154     65      -     90     17      0      0      -      -   3615   1531   8853      2      0 
 04:02:59       0    127     70      -     95     16      0      0      -      -   3615   1531   8853      2      0 
 04:02:59       1    138     69      -     95     17      0      0      -      -   3615   1531   8853      2      0 
 04:02:59       2    143     68      -     91     16      0      0      -      -   3615   1531   8853      2      0 
 04:02:59       3    120     65      -     91     16      0      0      -      -   3615   1531   8853      2      0 
 04:03:29       0    173     70      -     96     14      0      0      -      -   3615   1531   8853      2      0 
 04:03:29       1    173     69      -     96     14      0      0      -      -   3615   1531   8853      2      0 
 04:03:29       2    153     68      -     92     16      0      0      -      -   3615   1531   8853      2      0 
 04:03:29       3    142     65      -     91     16      0      0      -      -   3615   1531   8853      2      0 
 04:03:59       0    150     71      -     95     15      0      0      -      -   3615   1531   8853      2      0 
 04:03:59       1    164     70      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 04:03:59       2    169     69      -     92     15      0      0      -      -   3615   1531   8853      2      0 
 04:03:59       3    166     66      -     92     15      0      0      -      -   3615   1531   8853      2      0 
 04:04:29       0    154     71      -     96     16      0      0      -      -   3615   1531   8853      2      0 
 04:04:29       1    164     70      -     96     14      0      0      -      -   3615   1531   8853      2      0 
 04:04:29       2    169     69      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 04:04:29       3    165     66      -     93     14      0      0      -      -   3615   1531   8853      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 04:04:59       0    135     70      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 04:04:59       1    135     69      -     95     15      0      0      -      -   3615   1531   8853      2      0 
 04:04:59       2    120     68      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 04:04:59       3    131     65      -     92     14      0      0      -      -   3615   1531   8853      2      0 
 04:05:29       0    180     71      -     96     15      0      0      -      -   3615   1531   8853      2      0 
 04:05:29       1    186     70      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 04:05:29       2    180     69      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 04:05:29       3    173     66      -     92     15      0      0      -      -   3615   1531   8853      2      0 
 04:05:59       0    157     71      -     96     14      0      0      -      -   3615   1531   8853      2      0 
 04:05:59       1    135     70      -     96     12      0      0      -      -   3615   1531   8853      2      0 
 04:05:59       2    147     69      -     93     14      0      0      -      -   3615   1531   8853      2      0 
 04:05:59       3    131     66      -     92     14      0      0      -      -   3615   1531   8853      2      0 
 04:06:29       0    160     71      -     96     14      0      0      -      -   3615   1531   8853      2      0 
 04:06:29       1    138     70      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 04:06:29       2    138     69      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 04:06:29       3    141     65      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 04:06:59       0     66     71      -     62     11      0      0      -      -   3615   1531   8853      2      0 
 04:06:59       1     67     70      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 04:06:59       2     71     68      -     54     10      0      0      -      -   3615   1531   8853      2      0 
 04:06:59       3     65     65      -     29      9      0      0      -      -   3615   1531   8853      2      0 
 04:07:29       0    127     71      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 04:07:29       1    126     71      -     96     12      0      0      -      -   3615   1531   8853      2      0 
 04:07:29       2    159     69      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 04:07:29       3    144     66      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 04:07:59       0     65     69      -     10      0      0      0      -      -   3615   1531   8853      2      0 
 04:07:59       1     66     68      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 04:07:59       2     89     67      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 04:07:59       3    100     64      -      0      0      0      0      -      -   3615   1531   8853      2      0 
 04:08:29       0     67     71      -     96     12      0      0      -      -   3615   1531   8853      2      0 
 04:08:29       1     68     70      -     75     11      0      0      -      -   3615   1531   8853      2      0 
 04:08:29       2     73     69      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 04:08:29       3     65     65      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 04:08:59       0    181     72      -     97     12      0      0      -      -   3615   1531   8853      2      0 
 04:08:59       1    187     71      -     97     12      0      0      -      -   3615   1531   8853      2      0 
 04:08:59       2    178     69      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 04:08:59       3    172     66      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 04:09:29       0    131     71      -     60     10      0      0      -      -   3615   1531   8853      2      0 
 04:09:29       1    133     70      -     86     12      0      0      -      -   3615   1531   8853      2      0 
 04:09:29       2    121     68      -     57     11      0      0      -      -   3615   1531   8853      2      0 
 04:09:29       3    126     65      -     65     11      0      0      -      -   3615   1531   8853      2      0 
 04:09:59       0    127     71      -     97     12      0      0      -      -   3615   1531   8853      2      0 
 04:09:59       1    140     70      -     97     12      0      0      -      -   3615   1531   8853      2      0 
 04:09:59       2    153     69      -     94     13      0      0      -      -   3615   1531   8853      2      0 
 04:09:59       3    154     66      -     94     12      0      0      -      -   3615   1531   8853      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 04:10:29       0    161     71      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 04:10:29       1    143     70      -     96     13      0      0      -      -   3615   1531   8853      2      0 
 04:10:29       2    131     69      -     93     12      0      0      -      -   3615   1531   8853      2      0 
 04:10:29       3    139     66      -     93     12      0      0      -      -   3615   1531   8853      2      0 
 04:10:59       0    181     71      -     97     11      0      0      -      -   3615   1531   8853      2      0 
 04:10:59       1    187     70      -     97     11      0      0      -      -   3615   1531   8853      2      0 
 04:10:59       2    181     69      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 04:10:59       3    176     66      -     94     12      0      0      -      -   3615   1531   8853      2      0 
 04:11:29       0    124     65      -     93     22      0      0      -      -   3615   1531   8689      2      0 
 04:11:29       1    119     64      -     93     22      0      0      -      -   3615   1531   8689      2      0 
 04:11:29       2    109     63      -     89     21      0      0      -      -   3615   1531   8689      2      0 
 04:11:29       3    124     60      -     89     21      0      0      -      -   3615   1531   8689      2      0 
 04:11:59       0    125     66      -     94     20      0      0      -      -   3615   1531   8689      2      0 
 04:11:59       1    129     65      -     94     20      0      0      -      -   3615   1531   8689      2      0 
 04:11:59       2    116     64      -     89     20      0      0      -      -   3615   1531   8689      2      0 
 04:11:59       3    120     62      -     90     21      0      0      -      -   3615   1531   8689      2      0 
 04:12:29       0    140     67      -     94     19      0      0      -      -   3615   1531   8689      2      0 
 04:12:29       1    126     66      -     94     21      0      0      -      -   3615   1531   8689      2      0 
 04:12:29       2    126     65      -     90     19      0      0      -      -   3615   1531   8689      2      0 
 04:12:29       3    133     63      -     90     20      0      0      -      -   3615   1531   8689      2      0 
 04:12:59       0    125     69      -     95     18      0      0      -      -   3615   1531   8689      2      0 
 04:12:59       1    141     68      -     94     20      0      0      -      -   3615   1531   8689      2      0 
 04:12:59       2    155     67      -     90     20      0      0      -      -   3615   1531   8689      2      0 
 04:12:59       3    155     64      -     90     19      0      0      -      -   3615   1531   8689      2      0 
 04:13:29       0    132     69      -     77     14      0      0      -      -   3615   1531   8689      2      0 
 04:13:29       1    146     68      -     94     19      0      0      -      -   3615   1531   8689      2      0 
 04:13:29       2    153     67      -     73     14      0      0      -      -   3615   1531   8689      2      0 
 04:13:29       3    155     64      -     74     13      0      0      -      -   3615   1531   8689      2      0 
 04:13:59       0    149     70      -     95     19      0      0      -      -   3615   1531   8689      2      0 
 04:13:59       1    159     69      -     95     19      0      0      -      -   3615   1531   8689      2      0 
 04:13:59       2    164     68      -     91     19      0      0      -      -   3615   1531   8689      2      0 
 04:13:59       3    163     65      -     92     17      0      0      -      -   3615   1531   8689      2      0 
 04:14:30       0    123     71      -     96     16      0      0      -      -   3615   1531   8689      2      0 
 04:14:30       1    129     70      -     95     18      0      0      -      -   3615   1531   8689      2      0 
 04:14:30       2    127     69      -     93     16      0      0      -      -   3615   1531   8689      2      0 
 04:14:30       3    109     66      -     82     15      0      0      -      -   3615   1531   8689      2      0 
 04:15:00       0    129     71      -     96     17      0      0      -      -   3615   1531   8689      2      0 
 04:15:00       1    159     71      -     95     17      0      0      -      -   3615   1531   8689      2      0 
 04:15:00       2    142     69      -     92     16      0      0      -      -   3615   1531   8689      2      0 
 04:15:00       3    121     66      -     94     14      0      0      -      -   3615   1531   8689      2      0 
 04:15:30       0     66     71      -     76     14      0      0      -      -   3615   1531   8693      2      0 
 04:15:30       1     67     70      -      0      0      0      0      -      -   3615   1531   8693      2      0 
 04:15:30       2     71     69      -     82     17      0      0      -      -   3615   1531   8693      2      0 
 04:15:30       3     65     65      -     31      9      0      0      -      -   3615   1531   8693      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 04:16:00       0    170     71      -     80     13      0      0      -      -   3615   1531   8693      2      0 
 04:16:00       1    170     70      -     96     14      0      0      -      -   3615   1531   8693      2      0 
 04:16:00       2    149     69      -     94     15      0      0      -      -   3615   1531   8693      2      0 
 04:16:00       3    127     65      -     92     17      0      0      -      -   3615   1531   8693      2      0 
 04:16:30       0    133     71      -     96     16      0      0      -      -   3615   1531   8693      2      0 
 04:16:30       1    133     70      -     96     14      0      0      -      -   3615   1531   8693      2      0 
 04:16:30       2    120     69      -     93     16      0      0      -      -   3615   1531   8693      2      0 
 04:16:30       3    128     65      -     92     16      0      0      -      -   3615   1531   8693      2      0 
 04:17:00       0    120     70      -     96     16      0      0      -      -   3615   1531   8693      2      0 
 04:17:00       1    147     69      -     96     16      0      0      -      -   3615   1531   8693      2      0 
 04:17:00       2    129     68      -     93     15      0      0      -      -   3615   1531   8693      2      0 
 04:17:00       3    112     64      -     93     15      0      0      -      -   3615   1531   8693      2      0 
